name,location,address,tel,type,typecode,business_area,cityname,adname,pname,shopinfo,longitude,latitude
绿茶餐厅(北京银泰IN88店),"116.411819,39.916285",王府井大街88号北京王府井银泰in88购物中心3F层,18310956724,餐饮服务;中餐厅;中餐厅,050100,灯市口,北京市,东城区,北京市,0,116.411819,39.916285
笔记安顺夺夺粉火锅(崇文门店),"116.416943,39.898007",崇文门外大街3-15号(崇文门地铁站H西南口步行310米),15711181644,餐饮服务;中餐厅;火锅店,050117,,北京市,东城区,北京市,0,116.416943,39.898007
笔记安顺夺夺粉火锅(崇文门店),"116.416943,39.898007",崇文门外大街3-15号(崇文门地铁站H西南口步行310米),15711181644,餐饮服务;中餐厅;火锅店,050117,,北京市,东城区,北京市,0,116.416943,39.898007
德川家(王府井APM店),"116.411935,39.914674",王府井大街138号APM商场6层,17801529323,餐饮服务;外国餐厅;日本料理,050202,东单,北京市,东城区,北京市,0,116.411935,39.914674
方砖厂69号炸酱面(前门大栅栏西街店),"116.393829,39.895368",北京城区大栅栏西街18号-1,13228492835,餐饮服务;中餐厅;中餐厅,050100,珠市口,北京市,西城区,北京市,0,116.393829,39.895368
南京大牌档(王府井银泰in88店),"116.411492,39.916493",王府井大街88号王府井银泰in88内4楼,010-59785111,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.411492,39.916493
西部马华牛肉面·烧烤(东单店),"116.417100,39.910393",北京城区东单三条8号国话先锋剧场B1,010-65285640;010-65286420,餐饮服务;中餐厅;清真菜馆,050121,东单,北京市,东城区,北京市,0,116.4171,39.910393
倞·餐厅 PEKING LIANG (前门店),"116.397002,39.897387",大栅栏街道廊坊头条北京坊二期S2号楼二层01,18500103623,餐饮服务;中餐厅;中餐厅,050100,,北京市,西城区,北京市,0,116.397002,39.897387
百年前门铜锅涮肉(前门总店),"116.392740,39.895089",北京城区距地铁2号线前门地铁站C西南口步行628m大栅栏西街43号,010-66168266;13651297379;18514523345,餐饮服务;中餐厅;火锅店,050117,,北京市,西城区,北京市,0,116.39274,39.895089
众宜轩四合院涮肉(建国门店),"116.421256,39.904127",庆平胡同34院(崇文门地铁站F东北口步行480米),18001170926,餐饮服务;中餐厅;火锅店,050117,,北京市,东城区,北京市,0,116.421256,39.904127
梦炭·火炉火自助餐(北京apm店),"116.412482,39.914830",王府井大街138号北京apm6F层,13121262234,餐饮服务;外国餐厅;韩国料理,050203,东单,北京市,东城区,北京市,1,116.412482,39.91483
烤肉刘.清真老北京炙子烤肉(前门大栅栏一店),"116.394784,39.895857",大栅栏街41号,18354352386,餐饮服务;中餐厅;清真菜馆,050121,,北京市,西城区,北京市,0,116.394784,39.895857
森隆饭庄(崇文门新世界百货1期店),"116.418099,39.898093",崇文门外大街新世界一期百货4-5层,010-67080205,餐饮服务;中餐厅;浙江菜,050106,花市,北京市,东城区,北京市,0,116.418099,39.898093
便宜坊(灯市口店),"116.417555,39.917314",东四南大街157号2楼灯市口地铁站A口出来2层,18518113666,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.417555,39.917314
添好运(北京apm店),"116.411651,39.914205",王府井大街138号北京apm5F层,010-65244049,餐饮服务;快餐厅;茶餐厅,050305,东单,北京市,东城区,北京市,0,116.411651,39.914205
新京熹·北京涮肉(北京王府井银泰in88店),"116.411795,39.916692",王府井银泰in88二层202,010-53351113,餐饮服务;中餐厅;火锅店,050117,东四,北京市,东城区,北京市,0,116.411795,39.916692
肯德基(东单店),"116.417727,39.912068",东单北大街63号(东单地铁站F东北口步行390米),010-65123245,餐饮服务;快餐厅;肯德基,050301,东单,北京市,东城区,北京市,1,116.417727,39.912068
悠航SLOWBOAT(灯市口店),"116.417347,39.917547",东四南大街157号1层104号(灯市口地铁站A西北口旁),13521883051,餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,灯市口,北京市,东城区,北京市,0,116.417347,39.917547
南通宴餐厅(东单店),"116.420175,39.907175",民生金融中心C座3层(东单地铁站G东南口步行100米),010-85111179;13051718179,餐饮服务;中餐厅;中餐厅,050100,,北京市,东城区,北京市,1,116.420175,39.907175
满恒源·炭火铜锅涮肉(西河沿总店),"116.393954,39.899004",前门西河沿街108号(前门地铁站C西南口步行360米),010-65242969;15188881783,餐饮服务;中餐厅;火锅店,050117,,北京市,西城区,北京市,0,116.393954,39.899004
便宜坊烤鸭(国瑞购物中心店),"116.419373,39.898817",崇外大街16号便宜坊大厦a座4层,010-67112244,餐饮服务;中餐厅;中餐厅,050100,花市,北京市,东城区,北京市,1,116.419373,39.898817
左庭右院鲜牛肉火锅(王府井apm店),"116.411861,39.914404",王府井大街138号北京apm五层(费大厨旁),13718078982,餐饮服务;中餐厅;火锅店,050117,东单,北京市,东城区,北京市,0,116.411861,39.914404
湛蓝餐厅,"116.421750,39.907311",北京城区建国门内大街26号新闻大厦23层,010-65012777;010-65027177;18518117517,餐饮服务;中餐厅;中餐厅,050100,,北京市,东城区,北京市,0,116.42175,39.907311
俄士厨房(王府井银泰店),"116.411617,39.915850",北京城区王府井大街88号1幢四层L4008-1号,19261098421,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.411617,39.91585
KŌNG胶东小馆 (北京apm店),"116.411725,39.914875",王府井大街138号apm广场6层L636,18600966260,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,116.411725,39.914875
米村拌饭(王府井银泰in88店),"116.411842,39.916446",王府井大街88号北京王府井银泰in88购物中心B1层,13583427681,餐饮服务;外国餐厅;韩国料理,050203,东四,北京市,东城区,北京市,0,116.411842,39.916446
全福德烤鸭(北京王府中心店),"116.410645,39.915907",东安门大街金鱼胡同地铁站C口进来下台阶进入五光十色美食集,13658893553,餐饮服务;餐饮相关场所;餐饮相关,050000,灯市口,北京市,东城区,北京市,0,116.410645,39.915907
鲜潭蒸汽石锅鱼(国瑞购物中心店),"116.420297,39.898039",崇文门外大街18号国瑞购物中心地下一层,010-61002003,餐饮服务;中餐厅;中餐厅,050100,花市,北京市,东城区,北京市,0,116.420297,39.898039
吉野家(北京apm店),"116.412685,39.915199",王府井大街138号新东安APM地下一层B105B,010-65280952;13231022504,餐饮服务;快餐厅;吉野家,050309,王府井,北京市,东城区,北京市,0,116.412685,39.915199
兰湘子·湘菜小炒(北京王府井in88店),"116.411834,39.916025",东华门街道王府井大街88号银泰in88三楼L3003号,010-53601311,餐饮服务;中餐厅;湖南菜(湘菜),050108,王府井,北京市,东城区,北京市,0,116.411834,39.916025
南门涮肉(王府井店),"116.415941,39.917779",北京城区柏树胡同7号南门,010-68008488,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.415941,39.917779
南学长首尔自助烤肉(搜秀购物广场店),"116.419136,39.896479",搜秀城四层,010-87109451,餐饮服务;餐饮相关场所;餐饮相关,050000,花市,北京市,东城区,北京市,0,116.419136,39.896479
阿招·鸡煲(银泰店),"116.411757,39.916356",王府井大街88号银泰in88地下一层,13811332130,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.411757,39.916356
烤肉刘·清真老北京炙子烤肉(灯市口店),"116.417366,39.917169",北京城区甘雨胡同甲2号一栋一层、二层,13260120329,餐饮服务;中餐厅;清真菜馆,050121,东四,北京市,东城区,北京市,0,116.417366,39.917169
利苑酒家(金宝大厦店),"116.419957,39.916098",金宝街89号金宝大厦3层(灯市口地铁站C东南口步行260米),010-85221212;15652418508,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,116.419957,39.916098
北平铜锅涮肉(王府中心店),"116.410427,39.915834",王府井大街219号王府中心B1层(金鱼胡同地铁站C西南口旁),13658893553;15811537815,餐饮服务;餐饮相关场所;餐饮相关,050000,灯市口,北京市,东城区,北京市,0,116.410427,39.915834
程府宴(南长街四合院店),"116.391732,39.912512",南长街38号院,15011120038,餐饮服务;中餐厅;中餐厅,050100,,北京市,西城区,北京市,0,116.391732,39.912512
紫光园清真北京小吃(灯市口店),"116.416707,39.918576",灯市口大街10号1-6幢(灯市口地铁站A西北口步行240米),19993879715,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.416707,39.918576
杏花堂晋商私房菜(长安街店),"116.427580,39.909986",北京城区建国⻔内大街9号2幢1层101-01室北京国际饭店西门(朝阳南小街路)杏花堂,17812338992,餐饮服务;餐饮相关场所;餐饮相关,050000,建国门,北京市,东城区,北京市,0,116.42758,39.909986
丰泽园·饭庄(北京珠市口店),"116.394674,39.890833",珠市口西大街83号(珠市口地铁站A口出向西步行100米),010-63032828;010-63186688,餐饮服务;中餐厅;山东菜(鲁菜),050104,珠市口,北京市,西城区,北京市,1,116.394674,39.890833
全聚德(北京和平门店),"116.385072,39.899292",前门西大街14号楼(和平门地铁站C2东南口步行80米),010-83193101;010-83193102,餐饮服务;中餐厅;老字号|餐饮服务;中餐厅;北京菜,050116|050111,,北京市,西城区,北京市,0,116.385072,39.899292
北京宴·电影主题餐厅(金宝店),"116.422259,39.915288",金宝街88号金宝购物中心2期5层,010-68185505;18911250972,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,116.422259,39.915288
必胜客(新成文化大厦店),"116.418193,39.893609",崇文门外大街11号新成文化大厦南侧首层,4009701890,餐饮服务;快餐厅;必胜客,050303,花市,北京市,东城区,北京市,0,116.418193,39.893609
秋之原·炭火铜锅涮肉坊(王府井东单店),"116.417562,39.914926",北京城区东单北大街1号国旅大厦一层东面励骏酒店对面5号线灯市口地铁A口出便宜坊向南150米,010-65277839,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;特色/地方风味餐厅,050117|050118,东单,北京市,东城区,北京市,0,116.417562,39.914926
方砖厂69号炸酱面(北京站店),"116.426509,39.913012",北京城区朝阳门内南小街387号,010-65284331,餐饮服务;中餐厅;中餐厅,050100,东单,北京市,东城区,北京市,0,116.426509,39.913012
宫门口馒头铺(创始人总店),"116.394542,39.888086",北京城区香厂路1号第一房间,13601295152,餐饮服务;中餐厅;特色/地方风味餐厅,050118,珠市口,北京市,西城区,北京市,0,116.394542,39.888086
麦当劳(灯市口餐厅),"116.414790,39.918873",灯市口大街33号国中商业大厦1层,010-65595466;4000517117,餐饮服务;快餐厅;麦当劳,050302,灯市口,北京市,东城区,北京市,0,116.41479,39.918873
德缘烤鸭店(大栅栏店),"116.392168,39.894881",大栅栏西街57号,010-63085371,餐饮服务;中餐厅;特色/地方风味餐厅,050118,,北京市,西城区,北京市,0,116.392168,39.894881
尖子尖牛肉面(清真王府井店),"116.417531,39.917096",东华门街道甘雨胡同甲2号1栋一层二层,15300101118,餐饮服务;中餐厅;清真菜馆,050121,东四,北京市,东城区,北京市,0,116.417531,39.917096
京满·四合院铜锅涮肉,"116.389017,39.898201",北京城区延寿街1号(和平门地铁站C2东南口步行470米),13121867967;15010898675,餐饮服务;中餐厅;火锅店,050117,,北京市,西城区,北京市,0,116.389017,39.898201
全福德烤鸭(灯市口店),"116.412867,39.918787",灯市口大街57号(金鱼胡同地铁站出入口步行420米),13137353845,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.412867,39.918787
西来顺饭庄,"116.384383,39.902069",北京城区北新华街116号(西交民巷口),010-66015189,餐饮服务;中餐厅;清真菜馆,050121,西单,北京市,西城区,北京市,0,116.384383,39.902069
湘爱(金宝汇购物中心店),"116.422004,39.915315",金宝街84号金宝汇二期六层,010-65282843;13031092986,餐饮服务;中餐厅;湖南菜(湘菜),050108,东单,北京市,东城区,北京市,0,116.422004,39.915315
四川饭店(和平门店),"116.384697,39.899076",前门西大街14号西门,010-63188088,餐饮服务;中餐厅;中餐厅,050100,,北京市,西城区,北京市,0,116.384697,39.899076
南门烤鸭·京派菜·门框卤煮爆肚(北京站店),"116.430428,39.904801",北京城区东受禄街37-39号,18610758851,餐饮服务;中餐厅;中餐厅,050100,,北京市,东城区,北京市,0,116.430428,39.904801
曦彤轩饭店,"116.429650,39.900363",崇文门东大街8-1号,18515464723,餐饮服务;中餐厅;四川菜(川菜),050102,广渠门,北京市,东城区,北京市,1,116.42965,39.900363
西站宫门口馒头(灯市口店),"116.417448,39.919302",东华门街道同福夹道2号同福夹道小区,13522463995,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.417448,39.919302
紫光园·面馆(留学路店),"116.394462,39.887741",留学路73号一层(珠市口地铁站G西南口步行490米),15501201996;17600923100,餐饮服务;快餐厅;快餐厅,050300,珠市口,北京市,西城区,北京市,0,116.394462,39.887741
河沿肉饼(东四南大街店),"116.417537,39.920384",东四南大街91号(灯市口地铁站A西北口步行320米),010-82424288,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.417537,39.920384
老边饺子馆(和平门店),"116.385685,39.899781",前门西大街甲10号中联鑫华酒店一层,010-63018006,餐饮服务;中餐厅;特色/地方风味餐厅,050118,,北京市,西城区,北京市,0,116.385685,39.899781
老川办餐厅,"116.431762,39.911982",建国门内大街贡院头条5号,010-65120530;010-65122277;13810752897;13811493707,餐饮服务;中餐厅;四川菜(川菜),050102,建国门,北京市,东城区,北京市,0,116.431762,39.911982
明园餐厅(北总布胡同),"116.431470,39.913430",北总布胡同21号,010-65281688,餐饮服务;中餐厅;中餐厅,050100,建国门,北京市,东城区,北京市,0,116.43147,39.91343
川骄海鲜自助(建国门店),"116.434310,39.904309",建国门南大街7号万豪酒店1层L101商铺,010-63333357;010-63333367;18346345882,餐饮服务;中餐厅;海鲜酒楼,050119,,北京市,东城区,北京市,0,116.43431,39.904309
大槐树烤肉馆,"116.410500,39.925463",美术馆东街23号(美术馆路口西北角),010-84011960,餐饮服务;中餐厅;特色/地方风味餐厅,050118,,北京市,东城区,北京市,0,116.4105,39.925463
紫光园·烤鸭 (隆福寺店),"116.413687,39.924716",北京城区隆福寺前街1号1层,16753974567,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.413687,39.924716
元南门涮肉·羊蝎子烧烤(天桥店),"116.394204,39.887267",永安路121号,13011851142,餐饮服务;中餐厅;火锅店,050117,珠市口,北京市,西城区,北京市,0,116.394204,39.887267
金掌勺东北菜(广渠门店),"116.431199,39.895822",东花市南里二区4号楼(广渠门内地铁站A西北口步行350米),010-67109091,餐饮服务;中餐厅;中餐厅,050100,花市,北京市,东城区,北京市,0,116.431199,39.895822
姚记炒肝店(隆福寺店),"116.413685,39.924928",北京城区隆福寺前街1号1层QA107号WL1-03,13240202722,餐饮服务;中餐厅;北京菜,050111,东四,北京市,东城区,北京市,0,116.413685,39.924928
海底捞火锅(隆福寺店),"116.414587,39.924873",北京城区隆福寺前街1号4层D401号,010-64025831,餐饮服务;中餐厅;火锅店,050117,东四,北京市,东城区,北京市,0,116.414587,39.924873
PapàDanilo达尼罗叔叔·意大利面(东四店),"116.417441,39.922915",北京城区东四南大街15号17号4幢一层107-1,13269978479,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.417441,39.922915
刘记炙子烤肉(虎坊桥店),"116.385245,39.888155",北京城区腊竹胡同85号,010-63044325,餐饮服务;中餐厅;中餐厅,050100,天桥,北京市,西城区,北京市,0,116.385245,39.888155
东来顺饭庄(东四店),"116.417738,39.923669",东四南大街8号1层(东四地铁站C东南口步行120米),010-65218929,餐饮服务;中餐厅;火锅店,050117,东四,北京市,东城区,北京市,0,116.417738,39.923669
麦当劳(隆福广场D座店),"116.414485,39.924872",隆福寺街95号北京隆福寺南坊L1层,,餐饮服务;快餐厅;麦当劳,050302,东四,北京市,东城区,北京市,0,116.414485,39.924872
梧桐树下庭院火锅,"116.428358,39.890383",东壁街12号东壁书院院内,18501150499,餐饮服务;中餐厅;火锅店,050117,,北京市,东城区,北京市,1,116.428358,39.890383
王老六铁锅炖鱼(天坛店),"116.424109,39.887321",法华南里26号楼西侧,15611888236,餐饮服务;中餐厅;中餐厅,050100,,北京市,东城区,北京市,0,116.424109,39.887321
友涮·清真铜锅涮肉(东四店),"116.419397,39.924631",北京城区朝阳门内大街243号一层-3,010-60999797;13260159000,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.419397,39.924631
南城香(东四南大街店),"116.417288,39.923972",东四南大街1号1幢1层105号,15969749780,餐饮服务;中餐厅;中餐厅,050100,灯市口,北京市,东城区,北京市,0,116.417288,39.923972
南城香(东四南大街店),"116.417288,39.923972",东四南大街1号1幢1层105号,15969749780,餐饮服务;中餐厅;中餐厅,050100,灯市口,北京市,东城区,北京市,0,116.417288,39.923972
盛福年烤鸭店·北京菜(故宫店),"116.409043,39.927183",景山街道美术馆后街79号,010-88114350,餐饮服务;中餐厅;中餐厅,050100,沙滩,北京市,东城区,北京市,0,116.409043,39.927183
麦当劳(东四大街店),"116.417709,39.924790",东四北大街528号、朝阳门(东四地铁站B东北口步行110米),010-64018838,餐饮服务;快餐厅;麦当劳,050302,东四,北京市,东城区,北京市,0,116.417709,39.92479
黑窑厂糖油饼烤鸭·清真菜(隆福寺店),"116.417155,39.925641",北京城区东四北大街537号1幢一层、地下一层1-2,010-64020652,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.417155,39.925641
红红烤鸭店(西单店),"116.379178,39.912222",太仆寺街48号(府右街宾馆斜对面),010-66021188,餐饮服务;中餐厅;中餐厅,050100,西单,北京市,西城区,北京市,0,116.379178,39.912222
胖妹面庄(北京隆福寺店),"116.413994,39.926994",钱粮胡同38号,13269682023,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.413994,39.926994
西部马华牛肉面·烧烤(东四店),"116.418477,39.924604",朝阳门内大街271号2号楼一层,010-64069360,餐饮服务;中餐厅;清真菜馆,050121,东四,北京市,东城区,北京市,0,116.418477,39.924604
椒小厨(隆福大厦店),"116.414070,39.925736",隆福寺街95号北京隆福寺街区L1层,18518987551;18610241627,餐饮服务;中餐厅;四川菜(川菜),050102,东四,北京市,东城区,北京市,0,116.41407,39.925736
增盛魁小吃店,"116.410916,39.927641",大佛寺东街26号(隆福医院北),18701088902,餐饮服务;中餐厅;清真菜馆,050121,东四,北京市,东城区,北京市,0,116.410916,39.927641
京A Taproom•精酿餐吧(隆福寺店),"116.413522,39.927286",钱粮胡同38号隆福寺北里19号楼,18614099689,餐饮服务;餐饮相关场所;餐饮相关,050000,东四,北京市,东城区,北京市,0,116.413522,39.927286
汤巴适·云南野生菌健康火锅(虎坊桥店),"116.389900,39.885633",天桥街道西经路1幢1号,010-66198588;15311118761,餐饮服务;中餐厅;火锅店,050117,天桥,北京市,西城区,北京市,0,116.3899,39.885633
尹三豆汁(隆福寺店),"116.410610,39.927956",大佛寺东街25号(中国美术馆地铁站B东北口步行370米),010-84012389,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.41061,39.927956
紫光园·烤鸭(美术馆店),"116.409208,39.928400",美术馆后街58号,13552698914,餐饮服务;中餐厅;中餐厅,050100,东四,北京市,东城区,北京市,0,116.409208,39.9284
南城香(天桥店),"116.394832,39.883742",北纬路45号8幢一层101室,010-63158300;15910487931,餐饮服务;中餐厅;中餐厅,050100,天桥,北京市,西城区,北京市,0,116.394832,39.883742
紫光园(建国门店),"116.438951,39.906804",建国门外大街甲24号东海中心F1层,15222662218,餐饮服务;餐饮相关场所;餐饮相关,050000,建国门,北京市,朝阳区,北京市,0,116.438951,39.906804
南门铜锅涮肉(天坛西门直营店),"116.394046,39.883682",北京城区北纬路45号2幢1层106室,010-83151858;13691123082,餐饮服务;餐饮相关场所;餐饮相关,050000,天桥,北京市,西城区,北京市,0,116.394046,39.883682
东来顺饭庄(西单店),"116.376486,39.905697",西绒线胡同51号北门(西单地铁站E西南口步行270米),010-66081668,餐饮服务;中餐厅;火锅店,050117,西单,北京市,西城区,北京市,0,116.376486,39.905697
徽商故里(朝阳门店),"116.426569,39.923687",朝阳门内南小街2号,010-58642222;010-58646262,餐饮服务;中餐厅;安徽菜(徽菜)|风景名胜;风景名胜相关;旅游景点,050109|110000,东四,北京市,东城区,北京市,2,116.426569,39.923687
SMOR露馅儿餐厅,"116.414162,39.926952",隆福寺街95号隆福文创园14号楼底商,15652408527,餐饮服务;外国餐厅;西餐厅(综合风味),050201,东四,北京市,东城区,北京市,0,116.414162,39.926952
北京君琴花餐厅(小贵州),"116.410673,39.927481",大佛寺东街47号(中国美术馆地铁站B东北口步行330米),010-64047600,餐饮服务;中餐厅;云贵菜,050114,东四,北京市,东城区,北京市,1,116.410673,39.927481
大鸭梨烤鸭(雅宝路店),"116.436710,39.915068",雅宝路雅宝大厦一层,010-85638981,餐饮服务;中餐厅;特色/地方风味餐厅,050118,建国门,北京市,朝阳区,北京市,0,116.43671,39.915068
东四涮肉(北京首店),"116.417596,39.926854",东四北大街464号(东四地铁站B东北口步行260米),15210523881,餐饮服务;中餐厅;火锅店,050117,东四,北京市,东城区,北京市,0,116.417596,39.926854
潇湘阁(汉光百货店),"116.375136,39.909577",北京城区西单北大街汉光百货8层,010-66536238,餐饮服务;中餐厅;中餐厅,050100,西单,北京市,西城区,北京市,0,116.375136,39.909577
四季民福烤鸭店(西单汉光店),"116.374957,39.909437",西单北大街176号汉光百货9层923号,010-66162526;17501167088,餐饮服务;中餐厅;北京菜|餐饮服务;中餐厅;特色/地方风味餐厅,050111|050118,西单,北京市,西城区,北京市,0,116.374957,39.909437
天下晓富(兴隆街店),"116.376175,39.910255",西单横二条59号高登大厦7称,18810710395,餐饮服务;中餐厅;中餐厅,050100,西单,北京市,西城区,北京市,0,116.376175,39.910255
